case_study,session_id,uid_local,group_local,uid_global,group_global,score,rank
case_study_1,2,uid52,9,case_study_1_2_uid52,case_study_1_2_9,3,3
case_study_1,2,uid52,10,case_study_1_2_uid52,case_study_1_2_10,4,10
case_study_1,2,uid54,1,case_study_1_2_uid54,case_study_1_2_1,4,7
case_study_1,2,uid54,2,case_study_1_2_uid54,case_study_1_2_2,5,4
case_study_1,2,uid54,3,case_study_1_2_uid54,case_study_1_2_3,3,2
case_study_1,2,uid54,4,case_study_1_2_uid54,case_study_1_2_4,4,10
case_study_1,2,uid54,5,case_study_1_2_uid54,case_study_1_2_5,5,6
case_study_1,2,uid54,6,case_study_1_2_uid54,case_study_1_2_6,4,3
case_study_1,2,uid54,7,case_study_1_2_uid54,case_study_1_2_7,5,5
case_study_1,2,uid54,8,case_study_1_2_uid54,case_study_1_2_8,3,1
case_study_1,2,uid54,9,case_study_1_2_uid54,case_study_1_2_9,3,9
case_study_1,2,uid54,10,case_study_1_2_uid54,case_study_1_2_10,4,8
case_study_1,2,uid55,1,case_study_1_2_uid55,case_study_1_2_1,5,4
case_study_1,2,uid55,2,case_study_1_2_uid55,case_study_1_2_2,5,8
case_study_1,2,uid55,3,case_study_1_2_uid55,case_study_1_2_3,4,3
case_study_1,2,uid55,4,case_study_1_2_uid55,case_study_1_2_4,4,7
case_study_1,2,uid55,5,case_study_1_2_uid55,case_study_1_2_5,3,6
case_study_1,2,uid55,6,case_study_1_2_uid55,case_study_1_2_6,4,9
case_study_1,2,uid55,7,case_study_1_2_uid55,case_study_1_2_7,5,5
case_study_1,2,uid55,8,case_study_1_2_uid55,case_study_1_2_8,5,2
case_study_1,2,uid55,9,case_study_1_2_uid55,case_study_1_2_9,3,1
case_study_1,2,uid55,10,case_study_1_2_uid55,case_study_1_2_10,4,10
case_study_1,2,uid56,1,case_study_1_2_uid56,case_study_1_2_1,4,6
case_study_1,2,uid56,2,case_study_1_2_uid56,case_study_1_2_2,5,8
case_study_1,2,uid56,3,case_study_1_2_uid56,case_study_1_2_3,3,1
case_study_1,2,uid56,4,case_study_1_2_uid56,case_study_1_2_4,5,10
case_study_1,2,uid56,5,case_study_1_2_uid56,case_study_1_2_5,4,4
case_study_1,2,uid56,6,case_study_1_2_uid56,case_study_1_2_6,5,7
case_study_1,2,uid56,7,case_study_1_2_uid56,case_study_1_2_7,5,5
case_study_1,2,uid56,8,case_study_1_2_uid56,case_study_1_2_8,5,3
case_study_1,2,uid56,9,case_study_1_2_uid56,case_study_1_2_9,3,2
case_study_1,2,uid56,10,case_study_1_2_uid56,case_study_1_2_10,3,9
case_study_1,2,uid57,1,case_study_1_2_uid57,case_study_1_2_1,4,5
case_study_1,2,uid57,3,case_study_1_2_uid57,case_study_1_2_3,3,3
case_study_1,2,uid57,2,case_study_1_2_uid57,case_study_1_2_2,5,7
case_study_1,2,uid57,4,case_study_1_2_uid57,case_study_1_2_4,4,9
case_study_1,2,uid57,5,case_study_1_2_uid57,case_study_1_2_5,5,6
case_study_1,2,uid57,6,case_study_1_2_uid57,case_study_1_2_6,4,2
case_study_1,2,uid57,7,case_study_1_2_uid57,case_study_1_2_7,5,4
case_study_1,2,uid57,8,case_study_1_2_uid57,case_study_1_2_8,3,1
case_study_1,2,uid57,9,case_study_1_2_uid57,case_study_1_2_9,3,8
case_study_1,2,uid57,10,case_study_1_2_uid57,case_study_1_2_10,4,10
case_study_1,2,uid59,1,case_study_1_2_uid59,case_study_1_2_1,3,7
case_study_1,2,uid59,2,case_study_1_2_uid59,case_study_1_2_2,4,8
case_study_1,2,uid59,3,case_study_1_2_uid59,case_study_1_2_3,4,5
case_study_1,2,uid59,4,case_study_1_2_uid59,case_study_1_2_4,4,6
case_study_1,2,uid59,5,case_study_1_2_uid59,case_study_1_2_5,3,3
case_study_1,2,uid59,6,case_study_1_2_uid59,case_study_1_2_6,4,9
case_study_1,2,uid59,7,case_study_1_2_uid59,case_study_1_2_7,4,4
case_study_1,2,uid59,8,case_study_1_2_uid59,case_study_1_2_8,5,2
case_study_1,2,uid59,9,case_study_1_2_uid59,case_study_1_2_9,3,1
case_study_1,2,uid59,10,case_study_1_2_uid59,case_study_1_2_10,3,10
case_study_1,2,uid61,1,case_study_1_2_uid61,case_study_1_2_1,5,5
case_study_1,2,uid61,2,case_study_1_2_uid61,case_study_1_2_2,5,9
case_study_1,2,uid61,3,case_study_1_2_uid61,case_study_1_2_3,4,3
case_study_1,2,uid61,4,case_study_1_2_uid61,case_study_1_2_4,5,7
case_study_1,2,uid61,5,case_study_1_2_uid61,case_study_1_2_5,5,4
case_study_1,2,uid61,6,case_study_1_2_uid61,case_study_1_2_6,3,6
case_study_1,2,uid61,7,case_study_1_2_uid61,case_study_1_2_7,5,8
case_study_1,2,uid61,8,case_study_1_2_uid61,case_study_1_2_8,5,2
case_study_1,2,uid61,9,case_study_1_2_uid61,case_study_1_2_9,1,1
case_study_1,2,uid61,10,case_study_1_2_uid61,case_study_1_2_10,3,10
case_study_1,2,uid62,1,case_study_1_2_uid62,case_study_1_2_1,4,6
case_study_1,2,uid62,2,case_study_1_2_uid62,case_study_1_2_2,5,8
case_study_1,2,uid62,3,case_study_1_2_uid62,case_study_1_2_3,4,3
case_study_1,2,uid62,4,case_study_1_2_uid62,case_study_1_2_4,4,7
case_study_1,2,uid62,5,case_study_1_2_uid62,case_study_1_2_5,3,4
case_study_1,2,uid62,6,case_study_1_2_uid62,case_study_1_2_6,5,9
case_study_1,2,uid62,7,case_study_1_2_uid62,case_study_1_2_7,4,1
case_study_1,2,uid62,8,case_study_1_2_uid62,case_study_1_2_8,5,5
case_study_1,2,uid62,9,case_study_1_2_uid62,case_study_1_2_9,3,2
case_study_1,2,uid62,10,case_study_1_2_uid62,case_study_1_2_10,3,10
case_study_1,2,uid63,1,case_study_1_2_uid63,case_study_1_2_1,4,7
case_study_1,2,uid63,2,case_study_1_2_uid63,case_study_1_2_2,4,1
case_study_1,2,uid63,3,case_study_1_2_uid63,case_study_1_2_3,4,5
case_study_1,2,uid63,4,case_study_1_2_uid63,case_study_1_2_4,5,8
case_study_1,2,uid63,5,case_study_1_2_uid63,case_study_1_2_5,4,3
case_study_1,2,uid63,6,case_study_1_2_uid63,case_study_1_2_6,5,9
case_study_1,2,uid63,7,case_study_1_2_uid63,case_study_1_2_7,5,4
case_study_1,2,uid63,8,case_study_1_2_uid63,case_study_1_2_8,4,2
case_study_1,2,uid63,9,case_study_1_2_uid63,case_study_1_2_9,3,6
case_study_1,2,uid63,10,case_study_1_2_uid63,case_study_1_2_10,5,10
case_study_1,2,uid64,1,case_study_1_2_uid64,case_study_1_2_1,4,5
case_study_1,2,uid64,2,case_study_1_2_uid64,case_study_1_2_2,5,6
case_study_1,2,uid64,3,case_study_1_2_uid64,case_study_1_2_3,4,3
case_study_1,2,uid64,4,case_study_1_2_uid64,case_study_1_2_4,4,8
case_study_1,2,uid64,5,case_study_1_2_uid64,case_study_1_2_5,3,7
case_study_1,2,uid64,6,case_study_1_2_uid64,case_study_1_2_6,5,9
case_study_1,2,uid64,7,case_study_1_2_uid64,case_study_1_2_7,5,4
case_study_1,2,uid64,8,case_study_1_2_uid64,case_study_1_2_8,5,2
case_study_1,2,uid64,9,case_study_1_2_uid64,case_study_1_2_9,3,1
case_study_1,2,uid64,10,case_study_1_2_uid64,case_study_1_2_10,4,10
case_study_1,2,uid65,1,case_study_1_2_uid65,case_study_1_2_1,5,6
case_study_1,2,uid65,2,case_study_1_2_uid65,case_study_1_2_2,5,1
case_study_1,2,uid65,3,case_study_1_2_uid65,case_study_1_2_3,4,5
case_study_1,2,uid65,4,case_study_1_2_uid65,case_study_1_2_4,5,7
case_study_1,2,uid65,5,case_study_1_2_uid65,case_study_1_2_5,3,3
case_study_1,2,uid65,6,case_study_1_2_uid65,case_study_1_2_6,5,9
case_study_1,2,uid65,7,case_study_1_2_uid65,case_study_1_2_7,5,4
case_study_1,2,uid65,8,case_study_1_2_uid65,case_study_1_2_8,4,2
case_study_1,2,uid65,9,case_study_1_2_uid65,case_study_1_2_9,3,8
case_study_1,2,uid65,10,case_study_1_2_uid65,case_study_1_2_10,5,10
case_study_1,2,uid66,1,case_study_1_2_uid66,case_study_1_2_1,4,5
case_study_1,2,uid66,2,case_study_1_2_uid66,case_study_1_2_2,5,10
case_study_1,2,uid66,3,case_study_1_2_uid66,case_study_1_2_3,2,3
case_study_1,2,uid66,4,case_study_1_2_uid66,case_study_1_2_4,5,9
case_study_1,2,uid66,5,case_study_1_2_uid66,case_study_1_2_5,4,2
case_study_1,2,uid66,6,case_study_1_2_uid66,case_study_1_2_6,5,4
case_study_1,2,uid66,7,case_study_1_2_uid66,case_study_1_2_7,3,1
case_study_1,2,uid66,8,case_study_1_2_uid66,case_study_1_2_8,3,6
case_study_1,2,uid66,9,case_study_1_2_uid66,case_study_1_2_9,3,7
case_study_1,2,uid66,10,case_study_1_2_uid66,case_study_1_2_10,2,8
case_study_1,2,uid69,1,case_study_1_2_uid69,case_study_1_2_1,3,7
case_study_1,2,uid69,2,case_study_1_2_uid69,case_study_1_2_2,4,8
case_study_1,2,uid69,3,case_study_1_2_uid69,case_study_1_2_3,4,4
case_study_1,2,uid69,4,case_study_1_2_uid69,case_study_1_2_4,5,6
case_study_1,2,uid69,5,case_study_1_2_uid69,case_study_1_2_5,3,1
case_study_1,2,uid69,6,case_study_1_2_uid69,case_study_1_2_6,5,9
case_study_1,2,uid69,7,case_study_1_2_uid69,case_study_1_2_7,4,2
case_study_1,2,uid69,8,case_study_1_2_uid69,case_study_1_2_8,4,5
case_study_1,2,uid69,9,case_study_1_2_uid69,case_study_1_2_9,3,3
case_study_1,2,uid69,10,case_study_1_2_uid69,case_study_1_2_10,3,10
case_study_1,2,uid70,1,case_study_1_2_uid70,case_study_1_2_1,4,10
case_study_1,2,uid70,2,case_study_1_2_uid70,case_study_1_2_2,4,1
case_study_1,2,uid70,3,case_study_1_2_uid70,case_study_1_2_3,5,9
case_study_1,2,uid70,4,case_study_1_2_uid70,case_study_1_2_4,5,8
case_study_1,2,uid70,5,case_study_1_2_uid70,case_study_1_2_5,5,3
case_study_1,2,uid70,6,case_study_1_2_uid70,case_study_1_2_6,5,4
case_study_1,2,uid70,7,case_study_1_2_uid70,case_study_1_2_7,5,5
case_study_1,2,uid70,8,case_study_1_2_uid70,case_study_1_2_8,5,2
case_study_1,2,uid70,9,case_study_1_2_uid70,case_study_1_2_9,5,7
case_study_1,2,uid70,10,case_study_1_2_uid70,case_study_1_2_10,5,6
case_study_1,2,uid72,1,case_study_1_2_uid72,case_study_1_2_1,4,9
case_study_1,2,uid72,2,case_study_1_2_uid72,case_study_1_2_2,5,3
case_study_1,2,uid72,3,case_study_1_2_uid72,case_study_1_2_3,4,4
case_study_1,2,uid72,4,case_study_1_2_uid72,case_study_1_2_4,5,8
case_study_1,2,uid72,5,case_study_1_2_uid72,case_study_1_2_5,5,5
case_study_1,2,uid72,6,case_study_1_2_uid72,case_study_1_2_6,4,1
case_study_1,2,uid72,7,case_study_1_2_uid72,case_study_1_2_7,5,7
case_study_1,2,uid72,8,case_study_1_2_uid72,case_study_1_2_8,4,2
case_study_1,2,uid72,9,case_study_1_2_uid72,case_study_1_2_9,3,6
case_study_1,2,uid72,10,case_study_1_2_uid72,case_study_1_2_10,5,10
case_study_1,2,uid74,1,case_study_1_2_uid74,case_study_1_2_1,3,9
case_study_1,2,uid74,2,case_study_1_2_uid74,case_study_1_2_2,5,8
case_study_1,2,uid74,3,case_study_1_2_uid74,case_study_1_2_3,5,3
case_study_1,2,uid74,4,case_study_1_2_uid74,case_study_1_2_4,5,5
case_study_1,2,uid74,5,case_study_1_2_uid74,case_study_1_2_5,4,2
case_study_1,2,uid74,6,case_study_1_2_uid74,case_study_1_2_6,5,7
case_study_1,2,uid74,7,case_study_1_2_uid74,case_study_1_2_7,5,1
case_study_1,2,uid74,8,case_study_1_2_uid74,case_study_1_2_8,4,4
case_study_1,2,uid74,9,case_study_1_2_uid74,case_study_1_2_9,3,6
case_study_1,2,uid74,10,case_study_1_2_uid74,case_study_1_2_10,3,10
case_study_1,2,uid75,1,case_study_1_2_uid75,case_study_1_2_1,5,4
case_study_1,2,uid75,2,case_study_1_2_uid75,case_study_1_2_2,4,9
case_study_1,2,uid75,3,case_study_1_2_uid75,case_study_1_2_3,5,5
case_study_1,2,uid75,4,case_study_1_2_uid75,case_study_1_2_4,4,1
case_study_1,2,uid75,5,case_study_1_2_uid75,case_study_1_2_5,3,7
case_study_1,2,uid75,6,case_study_1_2_uid75,case_study_1_2_6,4,8
case_study_1,2,uid75,7,case_study_1_2_uid75,case_study_1_2_7,5,6
case_study_1,2,uid75,8,case_study_1_2_uid75,case_study_1_2_8,5,2
case_study_1,2,uid75,9,case_study_1_2_uid75,case_study_1_2_9,3,3
case_study_1,2,uid75,10,case_study_1_2_uid75,case_study_1_2_10,3,10
case_study_1,3,uid100,1,case_study_1_3_uid100,case_study_1_3_1,3,8
case_study_1,3,uid100,2,case_study_1_3_uid100,case_study_1_3_2,5,2
case_study_1,3,uid100,3,case_study_1_3_uid100,case_study_1_3_3,5,1
case_study_1,3,uid100,4,case_study_1_3_uid100,case_study_1_3_4,5,3
case_study_1,3,uid100,5,case_study_1_3_uid100,case_study_1_3_5,3,10
case_study_1,3,uid100,6,case_study_1_3_uid100,case_study_1_3_6,4,5
case_study_1,3,uid100,7,case_study_1_3_uid100,case_study_1_3_7,5,4
case_study_1,3,uid100,8,case_study_1_3_uid100,case_study_1_3_8,3,9
case_study_1,3,uid100,9,case_study_1_3_uid100,case_study_1_3_9,4,6
case_study_1,3,uid100,10,case_study_1_3_uid100,case_study_1_3_10,4,7
case_study_1,3,uid101,1,case_study_1_3_uid101,case_study_1_3_1,3,9
case_study_1,3,uid101,2,case_study_1_3_uid101,case_study_1_3_2,5,4
case_study_1,3,uid101,3,case_study_1_3_uid101,case_study_1_3_3,5,1
case_study_1,3,uid101,4,case_study_1_3_uid101,case_study_1_3_4,5,2
case_study_1,3,uid101,5,case_study_1_3_uid101,case_study_1_3_5,4,7
case_study_1,3,uid101,6,case_study_1_3_uid101,case_study_1_3_6,4,6
case_study_1,3,uid101,7,case_study_1_3_uid101,case_study_1_3_7,5,3
case_study_1,3,uid101,8,case_study_1_3_uid101,case_study_1_3_8,3,8
case_study_1,3,uid101,9,case_study_1_3_uid101,case_study_1_3_9,4,5
case_study_1,3,uid101,10,case_study_1_3_uid101,case_study_1_3_10,3,10
case_study_1,3,uid102,1,case_study_1_3_uid102,case_study_1_3_1,4,10
case_study_1,3,uid102,2,case_study_1_3_uid102,case_study_1_3_2,5,4
case_study_1,3,uid102,3,case_study_1_3_uid102,case_study_1_3_3,5,3
case_study_1,3,uid102,4,case_study_1_3_uid102,case_study_1_3_4,4,9
case_study_1,3,uid102,5,case_study_1_3_uid102,case_study_1_3_5,5,2
case_study_1,3,uid102,6,case_study_1_3_uid102,case_study_1_3_6,4,6
case_study_1,3,uid102,7,case_study_1_3_uid102,case_study_1_3_7,4,8
case_study_1,3,uid102,8,case_study_1_3_uid102,case_study_1_3_8,4,7
case_study_1,3,uid102,9,case_study_1_3_uid102,case_study_1_3_9,4,5
case_study_1,3,uid102,10,case_study_1_3_uid102,case_study_1_3_10,5,1
case_study_1,3,uid103,1,case_study_1_3_uid103,case_study_1_3_1,4,3
case_study_1,3,uid103,2,case_study_1_3_uid103,case_study_1_3_2,3,7
case_study_1,3,uid103,4,case_study_1_3_uid103,case_study_1_3_4,5,1
case_study_1,3,uid103,3,case_study_1_3_uid103,case_study_1_3_3,5,2
case_study_1,3,uid103,5,case_study_1_3_uid103,case_study_1_3_5,2,10
case_study_1,3,uid103,6,case_study_1_3_uid103,case_study_1_3_6,4,5
case_study_1,3,uid103,7,case_study_1_3_uid103,case_study_1_3_7,3,8
case_study_1,3,uid103,8,case_study_1_3_uid103,case_study_1_3_8,3,9
case_study_1,3,uid103,9,case_study_1_3_uid103,case_study_1_3_9,4,4
case_study_1,3,uid103,10,case_study_1_3_uid103,case_study_1_3_10,3,6
case_study_1,3,uid104,1,case_study_1_3_uid104,case_study_1_3_1,3,7
case_study_1,3,uid104,2,case_study_1_3_uid104,case_study_1_3_2,2,8
case_study_1,3,uid104,3,case_study_1_3_uid104,case_study_1_3_3,5,1
case_study_1,3,uid104,4,case_study_1_3_uid104,case_study_1_3_4,5,2
case_study_1,3,uid104,5,case_study_1_3_uid104,case_study_1_3_5,1,10
case_study_1,3,uid104,6,case_study_1_3_uid104,case_study_1_3_6,2,9
case_study_1,3,uid104,7,case_study_1_3_uid104,case_study_1_3_7,4,6
case_study_1,3,uid104,8,case_study_1_3_uid104,case_study_1_3_8,4,4
case_study_1,3,uid104,9,case_study_1_3_uid104,case_study_1_3_9,4,5
case_study_1,3,uid104,10,case_study_1_3_uid104,case_study_1_3_10,5,3
case_study_1,3,uid105,1,case_study_1_3_uid105,case_study_1_3_1,5,1
case_study_1,3,uid105,2,case_study_1_3_uid105,case_study_1_3_2,5,5
case_study_1,3,uid105,3,case_study_1_3_uid105,case_study_1_3_3,5,3
case_study_1,3,uid105,4,case_study_1_3_uid105,case_study_1_3_4,5,2
case_study_1,3,uid105,5,case_study_1_3_uid105,case_study_1_3_5,5,4
case_study_1,3,uid105,6,case_study_1_3_uid105,case_study_1_3_6,4,6
case_study_1,3,uid105,7,case_study_1_3_uid105,case_study_1_3_7,4,8
case_study_1,3,uid105,8,case_study_1_3_uid105,case_study_1_3_8,3,10
case_study_1,3,uid105,9,case_study_1_3_uid105,case_study_1_3_9,4,9
case_study_1,3,uid105,10,case_study_1_3_uid105,case_study_1_3_10,4,7
case_study_1,3,uid106,1,case_study_1_3_uid106,case_study_1_3_1,3,7
case_study_1,3,uid106,2,case_study_1_3_uid106,case_study_1_3_2,4,5
case_study_1,3,uid106,3,case_study_1_3_uid106,case_study_1_3_3,5,3
case_study_1,3,uid106,4,case_study_1_3_uid106,case_study_1_3_4,3,10
case_study_1,3,uid106,5,case_study_1_3_uid106,case_study_1_3_5,5,1
case_study_1,3,uid106,6,case_study_1_3_uid106,case_study_1_3_6,4,4
case_study_1,3,uid106,7,case_study_1_3_uid106,case_study_1_3_7,3,9
case_study_1,3,uid106,8,case_study_1_3_uid106,case_study_1_3_8,3,8
case_study_1,3,uid106,9,case_study_1_3_uid106,case_study_1_3_9,3,6
case_study_1,3,uid106,10,case_study_1_3_uid106,case_study_1_3_10,5,2
case_study_1,3,uid108,1,case_study_1_3_uid108,case_study_1_3_1,5,7
case_study_1,3,uid108,2,case_study_1_3_uid108,case_study_1_3_2,4,10
case_study_1,3,uid108,3,case_study_1_3_uid108,case_study_1_3_3,5,5
case_study_1,3,uid108,4,case_study_1_3_uid108,case_study_1_3_4,5,4
case_study_1,3,uid108,5,case_study_1_3_uid108,case_study_1_3_5,5,8
case_study_1,3,uid108,6,case_study_1_3_uid108,case_study_1_3_6,5,3
case_study_1,3,uid108,7,case_study_1_3_uid108,case_study_1_3_7,5,2
case_study_1,3,uid108,8,case_study_1_3_uid108,case_study_1_3_8,4,9
case_study_1,3,uid108,9,case_study_1_3_uid108,case_study_1_3_9,5,1
case_study_1,3,uid108,10,case_study_1_3_uid108,case_study_1_3_10,5,6
case_study_1,3,uid109,1,case_study_1_3_uid109,case_study_1_3_1,5,2
case_study_1,3,uid109,2,case_study_1_3_uid109,case_study_1_3_2,4,7
case_study_1,3,uid109,3,case_study_1_3_uid109,case_study_1_3_3,5,6
case_study_1,3,uid109,4,case_study_1_3_uid109,case_study_1_3_4,4,8
case_study_1,3,uid109,5,case_study_1_3_uid109,case_study_1_3_5,5,1
case_study_1,3,uid109,6,case_study_1_3_uid109,case_study_1_3_6,5,5
case_study_1,3,uid109,7,case_study_1_3_uid109,case_study_1_3_7,5,4
case_study_1,3,uid109,8,case_study_1_3_uid109,case_study_1_3_8,4,10
case_study_1,3,uid109,9,case_study_1_3_uid109,case_study_1_3_9,4,9
case_study_1,3,uid109,10,case_study_1_3_uid109,case_study_1_3_10,5,3
case_study_1,3,uid110,1,case_study_1_3_uid110,case_study_1_3_1,4,6
case_study_1,3,uid110,2,case_study_1_3_uid110,case_study_1_3_2,5,1
case_study_1,3,uid110,3,case_study_1_3_uid110,case_study_1_3_3,5,2
case_study_1,3,uid110,4,case_study_1_3_uid110,case_study_1_3_4,4,5
case_study_1,3,uid110,5,case_study_1_3_uid110,case_study_1_3_5,3,8
case_study_1,3,uid110,6,case_study_1_3_uid110,case_study_1_3_6,4,4
case_study_1,3,uid110,7,case_study_1_3_uid110,case_study_1_3_7,5,3
case_study_1,3,uid110,8,case_study_1_3_uid110,case_study_1_3_8,3,9
case_study_1,3,uid110,9,case_study_1_3_uid110,case_study_1_3_9,3,7
case_study_1,3,uid110,10,case_study_1_3_uid110,case_study_1_3_10,2,10
case_study_1,3,uid112,1,case_study_1_3_uid112,case_study_1_3_1,5,9
case_study_1,3,uid112,2,case_study_1_3_uid112,case_study_1_3_2,4,10
case_study_1,3,uid112,3,case_study_1_3_uid112,case_study_1_3_3,5,3
case_study_1,3,uid112,4,case_study_1_3_uid112,case_study_1_3_4,5,7
case_study_1,3,uid112,5,case_study_1_3_uid112,case_study_1_3_5,5,8
case_study_1,3,uid112,6,case_study_1_3_uid112,case_study_1_3_6,5,1
case_study_1,3,uid112,7,case_study_1_3_uid112,case_study_1_3_7,5,6
case_study_1,3,uid112,8,case_study_1_3_uid112,case_study_1_3_8,5,5
case_study_1,3,uid112,9,case_study_1_3_uid112,case_study_1_3_9,5,4
case_study_1,3,uid112,10,case_study_1_3_uid112,case_study_1_3_10,5,2
case_study_1,3,uid114,1,case_study_1_3_uid114,case_study_1_3_1,5,1
case_study_1,3,uid114,2,case_study_1_3_uid114,case_study_1_3_2,4,10
case_study_1,3,uid114,3,case_study_1_3_uid114,case_study_1_3_3,5,3
case_study_1,3,uid114,4,case_study_1_3_uid114,case_study_1_3_4,5,2
case_study_1,3,uid114,5,case_study_1_3_uid114,case_study_1_3_5,5,5
case_study_1,3,uid114,6,case_study_1_3_uid114,case_study_1_3_6,5,6
case_study_1,3,uid114,7,case_study_1_3_uid114,case_study_1_3_7,4,9
case_study_1,3,uid114,8,case_study_1_3_uid114,case_study_1_3_8,5,4
case_study_1,3,uid114,9,case_study_1_3_uid114,case_study_1_3_9,4,8
case_study_1,3,uid114,10,case_study_1_3_uid114,case_study_1_3_10,5,7
case_study_1,3,uid116,1,case_study_1_3_uid116,case_study_1_3_1,5,3
case_study_1,3,uid116,2,case_study_1_3_uid116,case_study_1_3_2,4,8
case_study_1,3,uid116,3,case_study_1_3_uid116,case_study_1_3_3,5,2
case_study_1,3,uid116,4,case_study_1_3_uid116,case_study_1_3_4,4,5
case_study_1,3,uid116,5,case_study_1_3_uid116,case_study_1_3_5,4,10
case_study_1,3,uid116,6,case_study_1_3_uid116,case_study_1_3_6,5,1
case_study_1,3,uid116,7,case_study_1_3_uid116,case_study_1_3_7,4,9
case_study_1,3,uid116,8,case_study_1_3_uid116,case_study_1_3_8,4,7
case_study_1,3,uid116,9,case_study_1_3_uid116,case_study_1_3_9,4,6
case_study_1,3,uid116,10,case_study_1_3_uid116,case_study_1_3_10,4,4
case_study_1,3,uid79,1,case_study_1_3_uid79,case_study_1_3_1,5,6
case_study_1,3,uid79,2,case_study_1_3_uid79,case_study_1_3_2,4,8
case_study_1,3,uid79,3,case_study_1_3_uid79,case_study_1_3_3,5,5
case_study_1,3,uid79,4,case_study_1_3_uid79,case_study_1_3_4,5,3
case_study_1,3,uid79,5,case_study_1_3_uid79,case_study_1_3_5,4,10
case_study_1,3,uid79,6,case_study_1_3_uid79,case_study_1_3_6,5,2
case_study_1,3,uid79,7,case_study_1_3_uid79,case_study_1_3_7,4,7
case_study_1,3,uid79,8,case_study_1_3_uid79,case_study_1_3_8,4,9
case_study_1,3,uid79,9,case_study_1_3_uid79,case_study_1_3_9,5,1
case_study_1,3,uid79,10,case_study_1_3_uid79,case_study_1_3_10,5,4
case_study_1,3,uid81,1,case_study_1_3_uid81,case_study_1_3_1,4,8
case_study_1,3,uid81,2,case_study_1_3_uid81,case_study_1_3_2,4,9
case_study_1,3,uid81,3,case_study_1_3_uid81,case_study_1_3_3,5,2
case_study_1,3,uid81,4,case_study_1_3_uid81,case_study_1_3_4,5,4
case_study_1,3,uid81,5,case_study_1_3_uid81,case_study_1_3_5,5,6
case_study_1,3,uid81,6,case_study_1_3_uid81,case_study_1_3_6,5,1
case_study_1,3,uid81,7,case_study_1_3_uid81,case_study_1_3_7,5,5
case_study_1,3,uid81,8,case_study_1_3_uid81,case_study_1_3_8,3,10
case_study_1,3,uid81,9,case_study_1_3_uid81,case_study_1_3_9,4,7
case_study_1,3,uid81,10,case_study_1_3_uid81,case_study_1_3_10,5,3
case_study_1,3,uid82,1,case_study_1_3_uid82,case_study_1_3_1,4,4
case_study_1,3,uid82,2,case_study_1_3_uid82,case_study_1_3_2,5,1
case_study_1,3,uid82,3,case_study_1_3_uid82,case_study_1_3_3,5,2
case_study_1,3,uid82,4,case_study_1_3_uid82,case_study_1_3_4,4,5
case_study_1,3,uid82,5,case_study_1_3_uid82,case_study_1_3_5,4,7
case_study_1,3,uid82,6,case_study_1_3_uid82,case_study_1_3_6,4,8
case_study_1,3,uid82,7,case_study_1_3_uid82,case_study_1_3_7,3,10
case_study_1,3,uid82,8,case_study_1_3_uid82,case_study_1_3_8,4,9
case_study_1,3,uid82,9,case_study_1_3_uid82,case_study_1_3_9,4,6
case_study_1,3,uid82,10,case_study_1_3_uid82,case_study_1_3_10,5,3
case_study_1,3,uid83,1,case_study_1_3_uid83,case_study_1_3_1,4,4
case_study_1,3,uid83,2,case_study_1_3_uid83,case_study_1_3_2,2,9
case_study_1,3,uid83,3,case_study_1_3_uid83,case_study_1_3_3,5,2
case_study_1,3,uid83,4,case_study_1_3_uid83,case_study_1_3_4,5,1
case_study_1,3,uid83,5,case_study_1_3_uid83,case_study_1_3_5,1,10
case_study_1,3,uid83,6,case_study_1_3_uid83,case_study_1_3_6,3,8
case_study_1,3,uid83,7,case_study_1_3_uid83,case_study_1_3_7,4,5
case_study_1,3,uid83,8,case_study_1_3_uid83,case_study_1_3_8,4,6
case_study_1,3,uid83,9,case_study_1_3_uid83,case_study_1_3_9,3,7
case_study_1,3,uid83,10,case_study_1_3_uid83,case_study_1_3_10,5,3
case_study_1,3,uid84,1,case_study_1_3_uid84,case_study_1_3_1,5,3
case_study_1,3,uid84,2,case_study_1_3_uid84,case_study_1_3_2,4,10
case_study_1,3,uid84,3,case_study_1_3_uid84,case_study_1_3_3,5,2
case_study_1,3,uid84,4,case_study_1_3_uid84,case_study_1_3_4,4,6
case_study_1,3,uid84,5,case_study_1_3_uid84,case_study_1_3_5,5,1
case_study_1,3,uid84,6,case_study_1_3_uid84,case_study_1_3_6,4,9
